iteration,recall,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
754,0.8878535469107551,2022-06-12 18:35:50.440531,2022-06-12 18:35:51.181253,0 days 00:00:00.740722,0.35128597182775817,9007404,cyclic,0.09989056898168736,COMPLETE
631,0.8878535469107551,2022-06-12 18:34:15.989110,2022-06-12 18:34:16.660519,0 days 00:00:00.671409,0.35238828796442756,8995745,cyclic,0.09618428701343378,COMPLETE
711,0.8878352402745996,2022-06-12 18:35:16.352997,2022-06-12 18:35:17.134972,0 days 00:00:00.781975,0.3536389562615852,8338947,cyclic,0.09835153849408826,COMPLETE
267,0.8878352402745996,2022-06-12 18:30:16.799273,2022-06-12 18:30:17.385600,0 days 00:00:00.586327,0.352042017723371,4461686,cyclic,0.09405855749972482,COMPLETE
927,0.8878352402745996,2022-06-12 18:38:13.913940,2022-06-12 18:38:14.690634,0 days 00:00:00.776694,0.35560789879685006,9413748,cyclic,0.09639811959469105,COMPLETE
854,0.8878352402745996,2022-06-12 18:37:14.012466,2022-06-12 18:37:14.742937,0 days 00:00:00.730471,0.3519743477661602,9167449,cyclic,0.09831558226142645,COMPLETE
454,0.8878352402745996,2022-06-12 18:32:12.572851,2022-06-12 18:32:13.194056,0 days 00:00:00.621205,0.3556617394508556,8773468,cyclic,0.08612108073076369,COMPLETE
590,0.8878352402745996,2022-06-12 18:33:46.661463,2022-06-12 18:33:47.368667,0 days 00:00:00.707204,0.355911902739617,9381292,cyclic,0.09362488605078659,COMPLETE
495,0.8878352402745996,2022-06-12 18:32:39.553736,2022-06-12 18:32:40.214197,0 days 00:00:00.660461,0.3549431779018344,7755954,cyclic,0.09621106328679156,COMPLETE
901,0.8878352402745996,2022-06-12 18:37:52.820185,2022-06-12 18:37:53.597213,0 days 00:00:00.777028,0.3528446670944018,8592736,cyclic,0.0925730255152161,COMPLETE
800,0.8878169336384439,2022-06-12 18:36:28.504254,2022-06-12 18:36:29.234711,0 days 00:00:00.730457,0.3541189974499659,9128828,cyclic,0.09652016774001704,COMPLETE
558,0.8878169336384439,2022-06-12 18:33:24.221429,2022-06-12 18:33:24.881400,0 days 00:00:00.659971,0.35608626365240686,9055629,cyclic,0.09470567943266979,COMPLETE
680,0.8878169336384439,2022-06-12 18:34:52.398359,2022-06-12 18:34:53.458688,0 days 00:00:01.060329,0.356212954257335,9219646,cyclic,0.09708024685968157,COMPLETE
309,0.8878169336384439,2022-06-12 18:30:40.941429,2022-06-12 18:30:41.505720,0 days 00:00:00.564291,0.3546199390798384,8878165,cyclic,0.08968597472289895,COMPLETE
915,0.8878169336384439,2022-06-12 18:38:04.181337,2022-06-12 18:38:04.954325,0 days 00:00:00.772988,0.35168675510723846,8531927,cyclic,0.09032372136550713,COMPLETE
410,0.8878169336384439,2022-06-12 18:31:43.027583,2022-06-12 18:31:43.652277,0 days 00:00:00.624694,0.35149584922340427,4427255,cyclic,0.09809296936643744,COMPLETE
514,0.8878169336384439,2022-06-12 18:32:52.069689,2022-06-12 18:32:52.706517,0 days 00:00:00.636828,0.3565964082711879,2707133,cyclic,0.09404329173521571,COMPLETE
650,0.8878169336384439,2022-06-12 18:34:29.569807,2022-06-12 18:34:30.441755,0 days 00:00:00.871948,0.35789082906486563,9108477,cyclic,0.09534693139408303,COMPLETE
891,0.8878169336384439,2022-06-12 18:37:44.432420,2022-06-12 18:37:45.430250,0 days 00:00:00.997830,0.3546636091545424,9327015,cyclic,0.09108579136030848,COMPLETE
236,0.8878169336384439,2022-06-12 18:29:58.339972,2022-06-12 18:29:58.887692,0 days 00:00:00.547720,0.3540715595067504,4459568,cyclic,0.09196469773929981,COMPLETE
839,0.8878169336384439,2022-06-12 18:37:00.388361,2022-06-12 18:37:01.413366,0 days 00:00:01.025005,0.3541632853730648,9380733,cyclic,0.09786936093868547,COMPLETE
736,0.8878169336384439,2022-06-12 18:35:35.924169,2022-06-12 18:35:36.614901,0 days 00:00:00.690732,0.3546771598583006,3978047,cyclic,0.09389970193401383,COMPLETE
121,0.8878169336384439,2022-06-12 18:28:50.921958,2022-06-12 18:28:51.440768,0 days 00:00:00.518810,0.3539565004153726,8697801,cyclic,0.08992954658673097,COMPLETE
259,0.8878169336384439,2022-06-12 18:30:11.806259,2022-06-12 18:30:12.383596,0 days 00:00:00.577337,0.35657505102825926,8851690,cyclic,0.0955821925913898,COMPLETE
817,0.8878169336384439,2022-06-12 18:36:42.465442,2022-06-12 18:36:43.215472,0 days 00:00:00.750030,0.35473506368916213,9420533,cyclic,0.09388483158377227,COMPLETE
413,0.8877986270022883,2022-06-12 18:31:44.890433,2022-06-12 18:31:45.530615,0 days 00:00:00.640182,0.35805832674313487,9333017,cyclic,0.09022272582704921,COMPLETE
510,0.8877620137299771,2022-06-12 18:32:49.445013,2022-06-12 18:32:50.118945,0 days 00:00:00.673932,0.36150909658350117,7066504,cyclic,0.09332808774426322,COMPLETE
57,0.8877437070938216,2022-06-12 18:28:16.861906,2022-06-12 18:28:17.370182,0 days 00:00:00.508276,0.3616558172005252,6827505,cyclic,0.09559520537399065,COMPLETE
422,0.8877437070938216,2022-06-12 18:31:50.559454,2022-06-12 18:31:51.196628,0 days 00:00:00.637174,0.36072945407053636,8492232,cyclic,0.09535865256951156,COMPLETE
54,0.8877437070938216,2022-06-12 18:28:15.225254,2022-06-12 18:28:15.707920,0 days 00:00:00.482666,0.36205595760398235,7208154,cyclic,0.09695185084925341,COMPLETE
780,0.8877437070938216,2022-06-12 18:36:12.151722,2022-06-12 18:36:12.851834,0 days 00:00:00.700112,0.36083266028044736,9825029,cyclic,0.09770458181132034,COMPLETE
234,0.8877254004576659,2022-06-12 18:29:56.968810,2022-06-12 18:29:57.633800,0 days 00:00:00.664990,0.36354966565111346,6390236,cyclic,0.09419321071310768,COMPLETE
703,0.8877254004576659,2022-06-12 18:35:10.307314,2022-06-12 18:35:11.053066,0 days 00:00:00.745752,0.36306098104147494,9372154,cyclic,0.09807650210480857,COMPLETE
572,0.8877254004576659,2022-06-12 18:33:34.049925,2022-06-12 18:33:34.696736,0 days 00:00:00.646811,0.3600857017600747,1325352,cyclic,0.08791661989872498,COMPLETE
391,0.8877254004576659,2022-06-12 18:31:30.349516,2022-06-12 18:31:30.924474,0 days 00:00:00.574958,0.35944734058087635,8564495,cyclic,0.09796647573436693,COMPLETE
616,0.8877254004576659,2022-06-12 18:34:05.171579,2022-06-12 18:34:05.860492,0 days 00:00:00.688913,0.35912310434669864,8594990,cyclic,0.08539885219739281,COMPLETE
575,0.8877254004576659,2022-06-12 18:33:36.063091,2022-06-12 18:33:36.747707,0 days 00:00:00.684616,0.3636057034959684,9052801,cyclic,0.09861805848910218,COMPLETE
