iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
117,0.8122683560011102,2022-06-14 20:48:37.111014,2022-06-14 20:50:12.253493,0 days 00:01:35.142479,29.0,490.0,122.0,10.0,676.0,313.0,COMPLETE
102,0.8122542862269784,2022-06-14 20:22:01.289496,2022-06-14 20:23:41.480148,0 days 00:01:40.190652,39.0,489.0,116.0,19.0,569.0,332.0,COMPLETE
253,0.8122133167920863,2022-06-15 00:39:11.262415,2022-06-15 00:40:46.766540,0 days 00:01:35.504125,37.0,482.0,124.0,19.0,572.0,317.0,COMPLETE
261,0.8121002480093983,2022-06-15 00:51:29.783606,2022-06-15 00:52:57.945899,0 days 00:01:28.162293,39.0,500.0,121.0,12.0,614.0,290.0,COMPLETE
83,0.8120544816899111,2022-06-14 19:47:15.047208,2022-06-14 19:49:09.964820,0 days 00:01:54.917612,42.0,499.0,141.0,19.0,614.0,380.0,COMPLETE
296,0.8120504330522436,2022-06-15 02:20:55.223295,2022-06-15 02:23:14.472184,0 days 00:02:19.248889,36.0,489.0,99.0,15.0,564.0,468.0,COMPLETE
143,0.8120430809399478,2022-06-14 21:29:33.802853,2022-06-14 21:31:09.028353,0 days 00:01:35.225500,42.0,491.0,133.0,12.0,589.0,314.0,COMPLETE
285,0.8119447347792004,2022-06-15 01:59:21.848060,2022-06-15 02:00:47.585243,0 days 00:01:25.737183,38.0,500.0,121.0,16.0,540.0,286.0,COMPLETE
96,0.8119435113010013,2022-06-14 20:11:03.922851,2022-06-14 20:12:55.183064,0 days 00:01:51.260213,38.0,500.0,113.0,19.0,620.0,369.0,COMPLETE
82,0.8118860350510754,2022-06-14 19:45:24.147346,2022-06-14 19:47:15.047065,0 days 00:01:50.899719,49.0,483.0,135.0,18.0,639.0,367.0,COMPLETE
264,0.8118700459927586,2022-06-15 00:56:01.146939,2022-06-15 00:57:32.532575,0 days 00:01:31.385636,37.0,490.0,133.0,19.0,450.0,304.0,COMPLETE
255,0.8117474302496329,2022-06-15 00:42:21.269104,2022-06-15 00:43:58.782654,0 days 00:01:37.513550,37.0,490.0,136.0,19.0,550.0,322.0,COMPLETE
245,0.8116944562273632,2022-06-15 00:25:31.471544,2022-06-15 00:27:04.519039,0 days 00:01:33.047495,40.0,489.0,127.0,15.0,566.0,308.0,COMPLETE
58,0.8116814274763093,2022-06-14 19:05:33.924764,2022-06-14 19:07:15.192945,0 days 00:01:41.268181,29.0,477.0,107.0,18.0,592.0,337.0,COMPLETE
79,0.811652829203843,2022-06-14 19:40:38.528531,2022-06-14 19:42:18.857270,0 days 00:01:40.328739,45.0,486.0,121.0,20.0,659.0,331.0,COMPLETE
280,0.8116107557760084,2022-06-15 01:51:41.185268,2022-06-15 01:53:15.988208,0 days 00:01:34.802940,37.0,485.0,97.0,19.0,545.0,299.0,COMPLETE
297,0.8116060348768859,2022-06-15 02:23:14.472558,2022-06-15 02:25:30.558009,0 days 00:02:16.085451,35.0,442.0,122.0,14.0,535.0,456.0,COMPLETE
122,0.8116034271725826,2022-06-14 20:56:25.639752,2022-06-14 20:58:01.120302,0 days 00:01:35.480550,29.0,487.0,133.0,11.0,690.0,314.0,COMPLETE
21,0.8115812119039082,2022-06-14 17:57:33.485407,2022-06-14 17:59:06.947063,0 days 00:01:33.461656,36.0,497.0,129.0,15.0,498.0,310.0,COMPLETE
