iteration,precision,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
32,0.9999780802700511,2022-06-14 02:21:21.064131,2022-06-14 02:21:21.761722,0 days 00:00:00.697591,1.8872803899722355,True,0.5553171873441513,8275510,False,cyclic,0.012024404756748323,COMPLETE
280,0.9999780812309581,2022-06-14 02:24:04.774556,2022-06-14 02:24:06.652762,0 days 00:00:01.878206,1.5971681307055208,True,0.9756628959431223,3077186,False,random,0.0012987482941153351,COMPLETE
471,0.9999780826721606,2022-06-14 02:26:40.322729,2022-06-14 02:26:41.854046,0 days 00:00:01.531317,1.3640759974997212,True,0.7532924056141496,7574116,False,random,0.007146107866519852,COMPLETE
978,0.999978083632857,2022-06-14 02:35:13.368717,2022-06-14 02:35:14.741896,0 days 00:00:01.373179,1.427734122636927,True,0.8109684339721063,9746943,False,random,0.010653275737529316,COMPLETE
840,0.999978083632857,2022-06-14 02:32:39.020535,2022-06-14 02:32:40.327476,0 days 00:00:01.306941,1.3562978023691148,True,0.8554919174276019,9354142,False,random,0.010243181037980036,COMPLETE
905,0.999978083632857,2022-06-14 02:33:51.118759,2022-06-14 02:33:52.795761,0 days 00:00:01.677002,1.452209674840584,True,0.8003163031357179,9472307,False,random,0.010557906417180888,COMPLETE
822,0.999978083632857,2022-06-14 02:32:19.804642,2022-06-14 02:32:21.131448,0 days 00:00:01.326806,1.3568118615147289,True,0.8569386949193407,9345155,False,random,0.01157327719989348,COMPLETE
917,0.999978083632857,2022-06-14 02:34:04.643306,2022-06-14 02:34:06.000386,0 days 00:00:01.357080,1.3882547264769591,True,0.834685903530159,9760914,False,random,0.011422811228385368,COMPLETE
756,0.9999780845934693,2022-06-14 02:31:11.414597,2022-06-14 02:31:12.682528,0 days 00:00:01.267931,1.3653718137777604,True,0.8311052887896445,9194207,False,random,0.011173817828683048,COMPLETE
91,0.9999780855539971,2022-06-14 02:21:58.508190,2022-06-14 02:21:59.488736,0 days 00:00:00.980546,1.3156394008670436,True,0.9720445737975665,4033909,False,random,0.012938892707603532,COMPLETE
958,0.9999780860342297,2022-06-14 02:34:50.727310,2022-06-14 02:34:52.219539,0 days 00:00:01.492229,1.4550875142361432,True,0.7706131079507696,9399597,False,cyclic,0.009210029103197856,COMPLETE
767,0.9999780860342297,2022-06-14 02:31:23.040581,2022-06-14 02:31:24.313214,0 days 00:00:01.272633,1.5726716663340334,True,0.7626776426086788,9065243,False,random,0.010437264335134276,COMPLETE
736,0.9999780860342297,2022-06-14 02:30:50.612336,2022-06-14 02:30:51.885760,0 days 00:00:01.273424,1.5216938951798216,True,0.8076247383514561,9186085,False,random,0.011282492507681112,COMPLETE
851,0.999978086514441,2022-06-14 02:32:51.097549,2022-06-14 02:32:52.425110,0 days 00:00:01.327561,1.4846348941320153,True,0.873882817130455,9487910,False,random,0.011167725928218769,COMPLETE
299,0.999978086514441,2022-06-14 02:24:20.005714,2022-06-14 02:24:21.071978,0 days 00:00:01.066264,1.4728832921348773,True,0.7537038842256476,5286664,False,random,0.01007091106540542,COMPLETE
687,0.9999780869946313,2022-06-14 02:30:01.896521,2022-06-14 02:30:03.161318,0 days 00:00:01.264797,1.5011092706746798,True,0.8207157561576368,9327153,False,random,0.012332513899676786,COMPLETE
974,0.9999780869946313,2022-06-14 02:35:08.735133,2022-06-14 02:35:10.125868,0 days 00:00:01.390735,1.5538230302171454,True,0.7985488410013172,9314688,False,random,0.012767332584184119,COMPLETE
751,0.9999780869946313,2022-06-14 02:31:05.834616,2022-06-14 02:31:07.440118,0 days 00:00:01.605502,1.523109811045514,True,0.8097681074433563,9057312,False,random,0.012728199935382219,COMPLETE
881,0.9999780869946313,2022-06-14 02:33:24.220202,2022-06-14 02:33:25.858607,0 days 00:00:01.638405,1.4396515610545775,True,0.819578734278893,9116358,False,random,0.01185646985595591,COMPLETE
811,0.9999780869946313,2022-06-14 02:32:08.046700,2022-06-14 02:32:09.357448,0 days 00:00:01.310748,1.3889308039298358,True,0.8505335653578191,9347843,False,random,0.009817876264328864,COMPLETE
755,0.9999780908353965,2022-06-14 02:31:10.147529,2022-06-14 02:31:11.413982,0 days 00:00:01.266453,1.7585541115966883,True,0.8262216337486373,9580156,False,random,0.014726226341680327,COMPLETE
536,0.9999780951546482,2022-06-14 02:27:39.484215,2022-06-14 02:27:40.422144,0 days 00:00:00.937929,1.4307102236347633,True,0.7121508178114248,9074499,False,cyclic,0.01734377403664899,COMPLETE
70,0.9999780970737691,2022-06-14 02:21:45.424848,2022-06-14 02:21:46.138202,0 days 00:00:00.713354,1.071863742918262,True,0.5843201310640138,6152662,False,cyclic,0.03427741828132321,COMPLETE
882,0.9999781143307362,2022-06-14 02:33:25.859279,2022-06-14 02:33:26.940994,0 days 00:00:01.081715,1.4517902755810816,True,0.7355754434889729,9285676,False,cyclic,0.016787368401974135,COMPLETE
787,0.9999781157675894,2022-06-14 02:31:43.282842,2022-06-14 02:31:44.331581,0 days 00:00:01.048739,1.4672083318122286,True,0.7469312012116687,8874634,False,cyclic,0.01655497625919404,COMPLETE
515,0.9999781157675894,2022-06-14 02:27:20.241057,2022-06-14 02:27:21.155600,0 days 00:00:00.914543,1.4061836564300825,True,0.7625650512489218,7732676,False,cyclic,0.01663944970655496,COMPLETE
806,0.9999781157675894,2022-06-14 02:32:03.033836,2022-06-14 02:32:04.075077,0 days 00:00:01.041241,1.471223912970556,True,0.7422568615201443,8879653,False,cyclic,0.016687322914761587,COMPLETE
750,0.9999781162464986,2022-06-14 02:31:04.783320,2022-06-14 02:31:05.833971,0 days 00:00:01.050651,1.3650705794207088,True,0.8241858323250899,9158289,False,cyclic,0.015233448292989046,COMPLETE
768,0.9999781167253868,2022-06-14 02:31:24.313817,2022-06-14 02:31:25.367230,0 days 00:00:01.053413,1.3574641675790216,True,0.8168470165389174,9158570,False,cyclic,0.01550323254848396,COMPLETE
691,0.9999781167253868,2022-06-14 02:30:06.202496,2022-06-14 02:30:07.194802,0 days 00:00:00.992306,1.4747576670829408,True,0.7493606805994922,9219315,False,cyclic,0.014313337542261384,COMPLETE
939,0.9999781181619256,2022-06-14 02:34:29.686730,2022-06-14 02:34:30.798819,0 days 00:00:01.112089,1.4371257229281675,True,0.8123177266717927,9079472,False,cyclic,0.01093388160923301,COMPLETE
48,0.9999781195982759,2022-06-14 02:21:30.503479,2022-06-14 02:21:31.236965,0 days 00:00:00.733486,1.6584178056669039,True,0.3848697941608744,4593205,False,cyclic,0.03649775663796058,COMPLETE
44,0.9999781219917738,2022-06-14 02:21:28.152651,2022-06-14 02:21:28.795696,0 days 00:00:00.643045,1.5855616208147316,True,0.4937698959586188,5360228,False,cyclic,0.03286024178391981,COMPLETE
712,0.9999781363417727,2022-06-14 02:30:26.853246,2022-06-14 02:30:27.969556,0 days 00:00:01.116310,1.4175211890942987,True,0.4073716090068541,9195725,False,random,0.021035065711767813,COMPLETE
758,0.99997813729777,2022-06-14 02:31:13.733641,2022-06-14 02:31:14.892992,0 days 00:00:01.159351,1.4971573865755756,True,0.838912387445759,8998787,False,random,0.013285261923354663,COMPLETE
936,0.9999781377757373,2022-06-14 02:34:26.057886,2022-06-14 02:34:27.615655,0 days 00:00:01.557769,1.4901781971847623,True,0.8448562734237169,9191154,False,random,0.013173935896528845,COMPLETE
868,0.9999781382536838,2022-06-14 02:33:09.611695,2022-06-14 02:33:10.802284,0 days 00:00:01.190589,1.509473975064382,True,0.8655276103571449,9822714,False,random,0.014885423309438369,COMPLETE
350,0.9999781387316092,2022-06-14 02:24:58.539282,2022-06-14 02:24:59.449809,0 days 00:00:00.910527,1.2476826567413843,True,0.46068003722172385,4113286,False,random,0.025362297075643418,COMPLETE
46,0.9999781392095138,2022-06-14 02:21:29.346829,2022-06-14 02:21:30.056219,0 days 00:00:00.709390,1.522461561604589,True,0.7082510531896411,8117492,False,cyclic,0.02223073793180912,COMPLETE
845,0.9999781392095138,2022-06-14 02:32:44.821358,2022-06-14 02:32:45.879583,0 days 00:00:01.058225,1.3857829118096274,True,0.8126900121594055,9420598,False,cyclic,0.01664561057641493,COMPLETE
977,0.9999781392095138,2022-06-14 02:35:12.277387,2022-06-14 02:35:13.367952,0 days 00:00:01.090565,1.3028372516029902,True,0.8291912706914689,9340435,False,cyclic,0.020438272322759746,COMPLETE
901,0.9999781401652603,2022-06-14 02:33:46.935145,2022-06-14 02:33:48.021272,0 days 00:00:01.086127,1.464257536067669,True,0.7591502632127327,9054683,False,cyclic,0.018004528965293882,COMPLETE
985,0.9999781401652603,2022-06-14 02:35:21.423775,2022-06-14 02:35:22.652905,0 days 00:00:01.229130,1.9797665727089246,True,0.7310029981656523,9364089,False,random,0.018236204343714986,COMPLETE
