iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
732,0.8494828375286041,2022-06-13 22:39:43.095863,2022-06-13 22:39:44.109094,0 days 00:00:01.013231,0.5415987465817601,svd,COMPLETE
693,0.8494828375286041,2022-06-13 22:39:03.848027,2022-06-13 22:39:04.855441,0 days 00:00:01.007414,5.97096101748554,svd,COMPLETE
695,0.8494828375286041,2022-06-13 22:39:05.859662,2022-06-13 22:39:06.864772,0 days 00:00:01.005110,5.834635780873821,svd,COMPLETE
696,0.8494828375286041,2022-06-13 22:39:06.865329,2022-06-13 22:39:07.871496,0 days 00:00:01.006167,6.179174038942635,svd,COMPLETE
731,0.8494828375286041,2022-06-13 22:39:42.078347,2022-06-13 22:39:43.095288,0 days 00:00:01.016941,0.49268490465656534,svd,COMPLETE
698,0.8494828375286041,2022-06-13 22:39:08.876032,2022-06-13 22:39:09.884661,0 days 00:00:01.008629,6.028734197948262,svd,COMPLETE
699,0.8494828375286041,2022-06-13 22:39:09.885195,2022-06-13 22:39:10.903884,0 days 00:00:01.018689,5.768944055529105,svd,COMPLETE
650,0.8494828375286041,2022-06-13 22:38:20.808686,2022-06-13 22:38:21.811291,0 days 00:00:01.002605,4.852958678494171,svd,COMPLETE
692,0.8494828375286041,2022-06-13 22:39:02.849384,2022-06-13 22:39:03.847444,0 days 00:00:00.998060,6.134160546675959,svd,COMPLETE
700,0.8494828375286041,2022-06-13 22:39:10.904451,2022-06-13 22:39:11.915930,0 days 00:00:01.011479,5.817332411770588,svd,COMPLETE
628,0.8494828375286041,2022-06-13 22:37:59.012263,2022-06-13 22:38:00.000866,0 days 00:00:00.988603,4.672508458640829,svd,COMPLETE
648,0.8494828375286041,2022-06-13 22:38:18.823264,2022-06-13 22:38:19.806396,0 days 00:00:00.983132,5.045749719879547,svd,COMPLETE
558,0.8494828375286041,2022-06-13 22:36:50.672002,2022-06-13 22:36:51.645704,0 days 00:00:00.973702,2.449872733037533,svd,COMPLETE
